inc_id,accident_date,file_date,pol_id,add_id
ab59f7e4,2022-01-12 15:54:54.665849,2022-01-12 15:54:54.665849,7c3367e2,bbb54fd6
6338298e,2022-01-12 15:54:54.666858,2022-01-13 15:54:54.666858,a0f112bb,95d31c45
a3476590,2022-01-12 15:54:54.666858,2022-01-12 15:54:54.666858,569236c4,61275f82
bfbe1ea9,2022-01-12 15:54:54.666858,2022-01-13 15:54:54.666858,5ba1ad98,b1285928
428ff09e,2022-01-12 15:54:54.666858,2022-01-12 15:54:54.666858,a0b895dc,97b7c191
92da1da2,2022-01-12 15:54:54.666858,2022-01-13 15:54:54.666858,af05c4b6,dcf10cae
f99f1c8a,2022-01-12 15:54:54.667849,2022-01-15 15:54:54.667849,a31bac4a,c7fb91cc
e9588df3,2022-01-12 15:54:54.667849,2022-01-12 15:54:54.667849,e9908735,51d10ecc
3a9e1ef4,2022-01-12 15:54:54.667849,2022-01-12 15:54:54.667849,c61d5086,a2b5697b
8d4faeb5,2022-01-12 15:54:54.668895,2022-01-12 15:54:54.668895,898ea56a,2f238791
eee72320,2022-01-12 15:54:54.668895,2022-01-13 15:54:54.668895,07e211f6,6121ecd6
cd4961a5,2022-01-12 15:54:54.668895,2022-01-13 15:54:54.668895,efefb106,736c71f7
bd819661,2022-01-12 15:54:54.668895,2022-01-13 15:54:54.668895,89606e0f,af860e75
823e6f4e,2022-01-12 15:54:54.668895,2022-01-13 15:54:54.668895,9e3581f4,7958ad7a
fec20c42,2022-01-12 15:54:54.669856,2022-01-13 15:54:54.669856,3b617a2b,7e505882
5a917ff5,2022-01-12 15:54:54.669856,2022-01-13 15:54:54.669856,7cbe2b7c,e996a070
46c507a1,2022-01-12 15:54:54.669856,2022-01-14 15:54:54.669856,63b5ff42,cf931869
61665eb9,2022-01-12 15:54:54.670897,2022-01-12 15:54:54.670897,5c58bdc6,540f153a
c63fda2d,2022-01-12 15:54:54.670897,2022-01-13 15:54:54.670897,ea819dfd,ff999da5
795b7683,2022-01-12 15:54:54.670897,2022-01-12 15:54:54.670897,4d6372bd,40a9a483
3270e9d7,2022-01-12 15:54:54.670897,2022-01-12 15:54:54.670897,1eff3d00,1ddaa869
f69df4de,2022-01-12 15:54:54.671897,2022-01-12 15:54:54.671897,59a2cd40,df6c8bb4
ec6946c4,2022-01-12 15:54:54.671897,2022-01-13 15:54:54.671897,dfec94cb,111de49f
10eb7f8e,2022-01-12 15:54:54.671897,2022-01-12 15:54:54.671897,99c9106a,f048d616
96f36e67,2022-01-12 15:54:54.671897,2022-01-14 15:54:54.671897,32156751,0e7f23ff
46e51824,2022-01-12 15:54:54.672908,2022-01-13 15:54:54.672908,c3dca993,d8133ae7
7f5df491,2022-01-12 15:54:54.672908,2022-01-12 15:54:54.672908,3ec363f5,d78db109
f58b5e47,2022-01-12 15:54:54.672908,2022-01-13 15:54:54.672908,7220188a,ca7ca59c
19b1053a,2022-01-12 15:54:54.673897,2022-01-13 15:54:54.673897,838ffafb,fec88aa9
