clm_id,amount,fraud,inc_id
5a198a4c,4823.9,False,d01f67c7
d436877d,2777.11,False,d01f67c7
fab71606,1650.12,False,be7e0179
c5960ce7,5474.42,False,be7e0179
589dd406,4017.99,False,1b0ae92b
0cf59dde,6014.57,False,1b0ae92b
7506211a,4791.66,False,1b0ae92b
0c835333,1117.67,False,1b0ae92b
4fba7a8a,1597.52,False,53b3b0a3
4c5a0cd8,8461.12,False,53b3b0a3
48801951,9821.1,False,53b3b0a3
cc48d2bf,2819.55,False,6a5d364d
a39b5ba1,2175.78,False,5064d2fd
5c0445b8,9675.35,False,8b4fe3df
cba729bc,7902.89,True,8b4fe3df
fc9818a2,8058.22,False,978c1117
95767a50,5636.17,False,059d273d
be9d3925,3518.44,False,059d273d
9b86521a,6053.89,False,059d273d
6d0e58a8,3082.83,False,059d273d
082c385f,9674.06,False,059d273d
b5540071,968.53,False,8a53b679
7ea564f6,9924.47,False,8a53b679
dc802829,3105.18,False,e2722183
7c17fe5e,9626.0,False,e2722183
13b78f2a,1134.53,False,e2722183
c3b44a88,1210.18,False,d15aaa6f
0fb60634,763.12,False,d15aaa6f
dc483205,1247.26,False,d15aaa6f
e9094f88,6530.75,False,d15aaa6f
90e70700,4513.83,False,d15aaa6f
df637eb9,7698.76,False,f4d6358e
dedb8e20,5308.38,False,74932e59
516c5a5e,3722.24,False,74932e59
d614f0e7,6846.54,False,35f224cc
20f3fad6,8604.77,False,35f224cc
c7c61025,3015.88,False,35f224cc
fdf6dc85,8748.22,False,35f224cc
19c6ac2e,6894.74,False,35f224cc
3212008d,695.73,False,b961777f
313b7093,9204.06,False,b961777f
e7a38622,3368.02,False,b961777f
8461972c,5935.8,False,b961777f
c4e5d4e4,4287.6,True,565c72fd
ab6bed5d,3052.57,False,f4f95832
010d785b,7797.6,False,f4f95832
efb4b53c,2269.54,False,8c3d0e63
b574f744,817.27,False,8c3d0e63
61b3dc2d,5837.12,False,8c3d0e63
d96e1a00,7940.0,False,8c3d0e63
746d825b,5106.97,False,8c3d0e63
3a9397bb,5997.92,False,3002f5ca
0d2d141a,9886.84,False,3002f5ca
32a56fb1,8087.08,False,3002f5ca
8117bf0b,8288.18,False,da1b89c1
e35125bf,5400.83,False,952e2bfa
b2236e12,4227.12,False,952e2bfa
76219f7a,1589.22,False,952e2bfa
27b8dfc7,6388.38,False,952e2bfa
78525cc4,6107.61,False,6a6dae42
92b592ab,3333.75,False,6a6dae42
23243831,5239.93,False,6a6dae42
47fd9757,3327.42,False,6a6dae42
6fe6b3b8,7639.19,False,11bb80c9
98573f6d,902.76,False,11bb80c9
634c2686,8835.72,False,11bb80c9
bb23b466,8972.4,False,11bb80c9
9f811c68,8793.36,False,3669c144
c0f1362d,6042.61,False,7601fb11
5dfbab54,3750.48,False,7601fb11
5f2f55bd,5986.08,False,7601fb11
043d274c,9780.92,False,5a217b91
2a3d90c1,126.1,False,5a217b91
5d28183a,4421.54,False,5a09037d
46dcf4aa,3697.94,False,c361c608
797e4825,7963.14,True,c361c608
972ae33d,7128.67,False,e8c9acfe
076fa681,3091.11,False,e8c9acfe
6c1e1ce3,8614.12,False,cfa922a7
aa6de596,409.3,False,cfa922a7
44186822,4407.19,False,cfa922a7
c220e789,6038.07,False,cfa922a7
e3343ec1,6357.3,False,cfa922a7
a7dbb407,7351.26,False,ab2c2479
fa703cce,2925.24,False,ab2c2479
83d64b32,1628.13,False,ab2c2479
f7868f67,6764.01,False,ab2c2479
66ffe14c,6476.4,False,e56ca371
431c0ea2,6588.78,False,f99b426c
d41d9715,3570.46,False,f99b426c
f90423e0,6406.67,False,f99b426c
b1334d80,5743.31,False,f99b426c
c6520674,5946.67,False,f99b426c
63b26d70,8935.52,False,c0898470
169e6de5,1535.8,False,c0898470
3986ade7,5253.66,True,c0898470
d635390a,2609.21,False,c0898470
ccb394e8,7947.49,False,ab59f7e4
f3ae9dd0,5982.62,False,6338298e
6712822d,903.79,False,6338298e
191d890c,1525.28,True,6338298e
d102941a,693.7,False,6338298e
cde42dcd,6790.72,False,a3476590
5c2e6c5c,4586.12,False,a3476590
1db0400d,4146.28,False,bfbe1ea9
79efb9a4,1216.75,False,bfbe1ea9
335a0431,4049.47,False,428ff09e
9576827e,4111.41,False,428ff09e
033df455,2892.34,False,92da1da2
b9dbe30a,9945.01,False,92da1da2
ba4a78ef,3706.23,False,92da1da2
d6636231,7316.27,False,f99f1c8a
e8a8af9e,1711.73,False,f99f1c8a
7d7672f8,2468.85,False,e9588df3
22e93cbb,8513.03,False,e9588df3
1c28f4ce,485.95,False,e9588df3
5e99cb8c,790.99,False,e9588df3
b51e714f,4267.05,False,3a9e1ef4
dfe0a836,2007.9,False,3a9e1ef4
42fbef75,2308.63,False,8d4faeb5
c0bf8880,9573.15,False,eee72320
7ee08f60,2447.62,False,eee72320
bdb9caea,6297.76,False,eee72320
640dc2c6,9584.29,False,eee72320
84ee3a20,8375.88,False,cd4961a5
ebbeeb00,2955.04,False,cd4961a5
b10ef172,9798.86,False,cd4961a5
b4d2ab65,8970.58,False,cd4961a5
51cd8930,6415.39,False,bd819661
dec820b1,3547.16,False,bd819661
5b124c56,6688.22,False,823e6f4e
7d897fa9,5808.69,False,823e6f4e
ee864538,3247.03,False,823e6f4e
410d46de,8099.04,False,fec20c42
4871f22f,7415.82,False,fec20c42
ae272a0b,2789.51,False,fec20c42
9bf653d9,8762.74,True,5a917ff5
d5e84c17,1569.57,False,5a917ff5
db9afd9e,910.26,False,5a917ff5
4b35a630,9943.7,False,46c507a1
e17c894d,3375.2,False,46c507a1
95116ce6,9543.01,False,46c507a1
38d43ba2,8989.9,False,46c507a1
b2192c58,4591.23,False,46c507a1
f3540179,5408.18,False,61665eb9
5bd25b9f,666.57,False,61665eb9
5c9962d3,7713.12,False,c63fda2d
bc4037c2,4158.05,False,795b7683
2ffdb1bc,4484.0,True,795b7683
10388e26,8209.0,False,795b7683
5762d57e,4355.61,False,795b7683
1d782988,6579.51,True,3270e9d7
e8e53d59,878.71,False,3270e9d7
e661cae5,3010.41,False,3270e9d7
ebe557e4,3905.93,False,3270e9d7
48495c6d,3959.97,False,3270e9d7
3f91b25b,178.01,False,f69df4de
0e5bc9c7,8129.57,False,f69df4de
495a099e,912.34,False,f69df4de
c40c21b1,7401.71,False,ec6946c4
989f52a5,9530.28,False,ec6946c4
ef99a213,5014.46,False,ec6946c4
f410f768,5250.86,False,ec6946c4
6591752a,125.6,False,10eb7f8e
da6431ab,8087.24,False,10eb7f8e
d5c5ed94,3240.91,False,10eb7f8e
b66ef648,891.68,False,10eb7f8e
f4377b63,2688.21,False,10eb7f8e
c255b1a5,3838.64,False,96f36e67
17e3f330,1500.04,False,46e51824
f341f9ee,9624.91,False,46e51824
716d4962,7520.57,False,46e51824
e6706cbf,6503.81,False,7f5df491
ddcfa1cf,6783.02,False,7f5df491
cb9ab367,9893.37,False,7f5df491
52ea4efd,306.66,False,f58b5e47
984405c3,9352.6,False,f58b5e47
2a2d5c32,5210.06,False,f58b5e47
455214ea,3060.55,False,f58b5e47
c45ec361,4666.27,False,19b1053a
