pay_id,amount,clm_id,payer_id,payee_id
a26b550b,3427.53,742d6d6b,1ca9bd70,7f26c851
10ac17be,437.43,cf192504,1ca9bd70,7f26c851
58f0d1c9,8328.72,a7ddac39,1ca9bd70,7f26c851
2b5df8f8,9370.32,b3e1e10a,1ca9bd70,7f26c851
92236b43,5585.25,29f484e6,f3138ddb,18f3365a
9882a78b,9761.99,12a049f0,f3138ddb,18f3365a
16e67287,5987.1,0694befe,84bb28b3,9ecd485b
0da88337,6330.07,5f63264f,84bb28b3,9ecd485b
4473535,6522.12,d71418f8,f747c8db,f6050ad8
ec5e789d,6524.46,733b71a2,f747c8db,f6050ad8
17d87ab9,2602.5,3aed1824,c2b3c735,f6050ad8
d12e07e6,7502.63,e1602718,afd18e58,cbda41f8
09375fa5,6793.77,2d3ea21e,5eddd3fe,42392d36
c84f753e,720.18,a51925d0,d72b91e3,076dbbf1
b1f01315,3199.69,51765bd3,5f4dc056,d06e806c
bee7a267,753.63,0357b5e4,19ee4254,d06e806c
3e6f72ed,1626.84,c28e2fca,de5d1a30,240c14be
c9d210e7,5381.97,c0254301,7cec8f7c,240c14be
b3ceedc7,409.73,78587b2e,cd849403,0fc27325
e18a5b2f,8403.28,dae84be6,cd849403,0fc27325
47934a30,869,54e201b9,cd849403,0fc27325
070d9cc8,8959.27,b715d635,d1cc53cf,d0f7285a
b4925c52,897.54,f4ccc156,f4b8543d,d0f7285a
da467549,6184.04,9df01aa0,d1cc53cf,d0f7285a
7442a110,5261.43,0b7a1e6f,42b7c57e,a60eb42f
f0e1c223,8750.75,4de80ce2,5d898b92,a60eb42f
2035467b,4967.01,c7726d75,84bb28b3,8916ca3e
023985ea,4254.64,23d97a82,84bb28b3,8916ca3e
61b67109,8411.57,3d14bf00,f747c8db,9609adca
4469c0ca,2190.16,97f9844a,f747c8db,bd189d57
5883e33c,8357.92,87d5da75,460792c7,bd189d57
bf789502,209.09,7e99841f,3402a47a,bd189d57
c9421f83,946.82,15a6ccb3,3402a47a,bd189d57
1958685a,1928.13,6e32e5e4,460792c7,bd189d57
700d9730,1615.3,a9ed8fdc,de5d1a30,b908b868
5e60b1b3,3448.35,d8ceda75,de5d1a30,b908b868
41372ed3,885.81,40518434,de5d1a30,b908b868
1949d51f,1446.52,8c4ccf82,84bb28b3,45f64f33
8510b87f,5176.65,9006a969,84bb28b3,45f64f33
254e690d,2294.94,ada08fb2,f747c8db,45f64f33
9079a363,5682.72,01f951a6,f747c8db,45f64f33
4478751,1799.61,c81ea7c7,84bb28b3,45f64f33
0e64b656,6169.44,0ea72189,84bb28b3,ccfba69e
16cbd4ce,125.56,41b501d1,f747c8db,ccfba69e
473295dc,2077.89,e8ab22b4,f747c8db,b0a5534e
ece9701d,3658.56,8d1919b5,f6f34555,96a66695
8235ee1e,1875.74,7e16de2f,84bb28b3,43f65b17
f8fa13cd,286.96,74af8d85,84bb28b3,43f65b17
bb899586,3165.84,2d56b8be,f747c8db,43f65b17
9ba454bc,9753.21,e6dfd4f8,f747c8db,43f65b17
8da143b2,1855.64,e6985b6e,965f5779,cd849403
54f676ce,9069.91,ff23bd50,9adfb305,058aab59
2ea53793,3205.12,8.37E+07,84bb28b3,30f4ef1c
fbdebe61,5928.05,9e914487,84bb28b3,30f4ef1c
25b1ed7f,5142.4,5ad0056b,f747c8db,2cd71057
1d748d60,9851.43,e6032388,f747c8db,2cd71057
f80d7cbc,9091.88,edc1de39,0fdb6901,2cd71057
e21150ef,1909.72,6aeaa46a,0fdb6901,2cd71057
bfdef3c4,454.73,34525d2d,240c14be,1f0c8833
d349a13c,1551.2,c7bb1f13,240c14be,1f0c8833
eaca829e,5304.57,172ad044,240c14be,1f0c8833
2b20bdf7,5985.17,eefb7027,e7fe42f2,1f0c8833
be564a80,397.73,dcaf37e7,84bb28b3,48158bdd
6175d3c8,5331.78,962c81ab,84bb28b3,48158bdd
553b9f48,3002.05,66ca0dae,f747c8db,48158bdd
bb2033f4,5870.41,5096a933,f747c8db,48158bdd
beb11573,6673.96,fd162ce4,72f60d4c,9de8f237
45f5fcf8,9301.07,1177d983,72f60d4c,9de8f237
00fdb201,2271.94,6488cda7,221faacd,56fe849a
639751fe,5685.87,3c22e0ae,221faacd,56fe849a
36a47ce5,5717.5,d89d2d55,221faacd,56fe849a
b524013b,4310.45,08ed6d5c,7ca993ff,fab3796a
244f569a,1450.38,8551f881,7ca993ff,fab3796a
f3039bec,6065.42,3811d776,7ca993ff,fab3796a
4d126d47,8220.78,930aeef4,19c2337d,efc8b104
06fe7ea5,1284.02,e00f3cb9,84bb28b3,9a4c2227
de2ab368,8338.5,9df1a65c,84bb28b3,9a4c2227
1b9a8c2a,7190.97,f10647ee,f747c8db,2919000a
734d595e,3072.74,b35a6dbc,f747c8db,2919000a
bfe8b17e,4528.46,badfccef,8a2f8090,2919000a
dbcc0bfa,8483.74,4829e2d6,f695765c,2919000a
f8e899c9,7638.19,105e42d0,84bb28b3,bb0804dc
92514e3d,1970.15,30fda6a3,84bb28b3,16899bd2
eb941705,640.96,2e635c04,f747c8db,fecfd9ca
25ea51b2,7754.36,5c8ff253,f747c8db,148fc94c
05c784c5,4434.06,e9471c3c,84bb28b3,148fc94c
319d15d1,3244.29,f3b0078f,f747c8db,148fc94c
fcbdf995,2239.76,ac83700d,f747c8db,148fc94c
f8f585cf,9039.86,5e7fc929,020b2a7a,bc135d4f
069ad4ef,9828.77,17351ea2,020b2a7a,bc135d4f
4b2e61de,1692.25,af6de32d,02c3a5fd,3c8cdfea
5e266cc5,327.68,e1f12aa2,02c3a5fd,3c8cdfea
ded5a049,6876.65,6.17E+14,02c3a5fd,3c8cdfea
957e4b83,860.83,4533b530,02c3a5fd,3c8cdfea
97eee3b3,2955.18,e259131c,02c3a5fd,3c8cdfea
250a0f80,5850.26,b2ae8027,96622773,8fea8d99
0b49b39c,931.75,17c76915,96622773,8fea8d99
12e31f0c,835.64,2b703a72,96622773,8fea8d99
5bf27236,341.44,f50d7188,3feca4f4,2d922527
0d2f6ef1,804.05,befa7272,3feca4f4,2d922527
9646866a,6986.2,b71688c3,bb214b2a,02567d2b
b81f7dc8,74.24,ddc46391,f2c0ea01,52c96335
fee26265,1977.86,89f351b7,c9380d06,5f4dc056
e7021c38,2835.95,b6d33959,c9380d06,5f4dc056
aa521a88,2256.36,5486b587,c9380d06,5f4dc056
18d201f7,181.37,3d2ba0d3,ea61072a,ad0cbb3c
0755b83a,4790.05,4bce2749,ea61072a,ad0cbb3c
8bbd149f,7670.67,4216f9a0,cc4a952e,ad0cbb3c
402ed6ec,139.99,727b2acc,34505cda,7977d576
78d9f7f3,5850.9,32c9d1d9,34505cda,7977d576
c31b501d,6378.5,a038fc95,84bb28b3,ebcb1830
a2271c19,3350.35,efdf4b62,84bb28b3,ebcb1830
79ef2b81,9439.45,30872fc9,f747c8db,ebcb1830
3198cc80,3848.97,969ea491,f747c8db,59827889
cc7cc78c,2670.82,b96019da,9f61f0a3,59827889
b7c308c5,2528.78,1f235f11,9f61f0a3,59827889
81462f19,3065.31,1a047d8f,84bb28b3,28506966
375e43ad,672.32,607f5d6b,84bb28b3,76d178b9
a533b60b,7819.85,bec61eac,f747c8db,76d178b9
1f4ba688,4241.78,dff9cff0,f747c8db,76d178b9
3331e572,4381.8,d3ae4fb1,db6e2c6c,f31564a2
1018970,4627.35,7944831c,db6e2c6c,f31564a2
7b7416be,5937.84,7b70eda4,b0a9f4a1,3d6e2667
0eb2ea5b,271.61,8a9b75a4,b4016097,f59f465a
c5f54d1c,3042.36,ad059f84,f8a2a580,f59f465a
0b1c9c9f,5655.73,00c243c1,b4016097,f59f465a
d8b06f80,1383.88,afe51fea,c78016cd,85ff4bc8
586ede84,5215.31,b84b662e,c78016cd,85ff4bc8
c0e038af,930.12,9e592f6e,84bb28b3,a82c84ab
ff8501f6,69.65,d5c0d9e3,84bb28b3,a82c84ab
1054bae3,5677.83,a1aa71a0,f747c8db,8a608869
d9501786,5543.72,127c965e,f747c8db,83824d0a
873e47f0,498.39,7cd645e0,0c7f4c19,7c225f86
694971ea,9512.16,60a85db1,f43562cc,7c225f86
fd73146f,8041.78,b3d36456,9dd176a2,2ef541a2
e8c7f5ab,5975.05,40345995,9dd176a2,2ef541a2
ad043a8f,9013.51,fcd8763f,9dd176a2,2ef541a2
c9de313b,9551.27,73c56964,7ee1f0e5,f747c8db
a0471f1f,1214.69,e0bf42bf,91559991,f747c8db
89e0f5c9,4195.21,773cf051,7ee1f0e5,f747c8db
d384a6a5,7569.09,55e1216e,7ee1f0e5,f747c8db
12a7e9ab,3551,d4d28b94,25d869d7,14861689
8a14e833,6569.83,3b4e37c1,f9d186cb,66f6f815
de0f323c,2012.64,c9afa3a2,95c5222c,66f6f815
ac6b3bd7,8453.98,ce233063,597e2f9b,66f6f815
bc0231af,192.27,a7c7b468,597e2f9b,66f6f815
b4a8a9b2,3739.27,8b52ca85,597e2f9b,66f6f815
ae0a40a5,2181.91,b80dfb76,b0cc68a0,74a4edef
1c6b9261,8807.44,6cea6d12,84bb28b3,9609adca
3dc91bbc,5143.53,729fcd33,84bb28b3,9609adca
01f20cee,2957.14,99c9454a,f747c8db,9609adca
ed6dbf22,6443.24,1cb212b3,f747c8db,9609adca
3c77ba6e,517.84,f0df3ac4,84bb28b3,9609adca
38009c2a,5941.8,d4611b0c,84bb28b3,80699108
6b7251f0,637.05,19e7d04d,f747c8db,80699108
8d2defcf,5032.98,4eb161b3,f747c8db,c9e6e630
237ccd68,71.19,3a8c1bfd,289d2b0f,cf5c308b
cef41d83,3469.42,bf733c1d,289d2b0f,cf5c308b
3c68b888,4173.89,3a8809fb,18baeca7,0d175e39
68286ff3,642.97,31440cdd,84bb28b3,aab1dc4a
cf9b02e4,6444.89,d75a5cea,84bb28b3,d5cdec97
6860a7c4,5454.48,df763a28,f747c8db,d5cdec97
6dec4fc8,1830.72,d3b2287d,f747c8db,d5cdec97
bb5a5fd3,2886.12,bfe82b0d,9db7e62a,d5cdec97
910bb696,8426.62,1a891563,9db7e62a,d5cdec97
39d598f2,1552.67,7905c000,878738df,493d57dc
e85c60a2,6806.77,ee12b4d8,070e7f81,0c19595f
fddfc97c,4710.87,5801e6f9,070e7f81,0c19595f
8e8a865e,219.32,7b819c2d,070e7f81,0c19595f
9a46d952,9060.53,96947ccf,070e7f81,0c19595f
daf9f1a2,8443.98,674d1100,1277a380,987bcff8
2fdd9034,2532.07,89d20146,c5ad05e5,f7ba98b7
7abc060a,5246.92,c882249e,c5ad05e5,f7ba98b7
8897e430,8394.46,1ef13e29,789f6e48,4feedf3e
bc9c1c3b,6276.41,40ef8cff,789f6e48,4feedf3e
f570f729,1933.65,bbeff466,38018399,5f230e6d
1067652a,351.58,eb273b18,84bb28b3,45340388
a3a63513,7462.16,825bd45f,84bb28b3,45340388
49c19f37,1044.4,09d16ebd,f747c8db,45340388
0288ae2f,4496.43,036a29c7,f747c8db,45340388
cda51115,7450.92,89058c2d,1db53334,7f26c851
f75c234a,4708.57,23f83d48,1db53334,7f26c851
bf23309a,20.2,c6eebef6,cb372bdd,c2a5c325
7975157a,1776.14,47105018,cb372bdd,c2a5c325
25bd7cf6,908.8,20130eaa,cb372bdd,c2a5c325
00b102d3,1437.56,f5eef798,cb372bdd,c2a5c325
7832e48e,6675.94,35c8c812,e0f3a7f1,cd849403
c6ca3f48,3652.97,b5792997,e0f3a7f1,cd849403
ed7ad204,2714.09,c17499ae,e0f3a7f1,cd849403
52c122fd,810.39,20bac690,f7970c3a,cd849403
6ba39355,293.62,b0e1353b,62650b36,28506966
5d9f025c,300.85,0e7da581,1aa4e38b,28506966
9440acba,2039.82,72c127c9,d038366b,0756e41f
a1d3e8e8,154.03,7b2373d2,d038366b,0756e41f
6ad3b1c7,3657.5,4ea235fe,aab1dc4a,413f890b
4b2e95d4,195.98,6.39E+04,c525f80c,413f890b
e58d9441,4887.34,9f6b2454,c525f80c,413f890b
474ceaea,9819.69,ec2151e3,c525f80c,413f890b
8f842179,154.77,96033273,84bb28b3,eec6c987
c12454d1,2819.55,947536f7,84bb28b3,0756e41f
4475d6bc,9061.56,908a620a,f747c8db,0756e41f
42d80ed0,586.15,216d81b2,f747c8db,0756e41f
dd83465b,7681.59,20cee5bb,2717ec95,daeb4aad
23a9b55f,1454.29,776db6e8,45340388,daeb4aad
a2ee7422,9522.93,7e5ea42b,45340388,daeb4aad
1d5ffe53,3167.6,cfc4038e,0ef2f527,65552884
5f5f172d,2389.74,f0b1fb71,4cae3b5b,0d175e39
e3d95222,9817.09,2d28da6f,4cae3b5b,0d175e39
0b6f1fd1,6711.58,b64608a3,fd577cea,4b5bb844
97307855,7731.83,5a0518df,fd577cea,4b5bb844
0b91627e,1562.58,6a3a44f6,fd577cea,4b5bb844
be7688e9,7016.17,48eb5e24,fd577cea,4b5bb844
27954384,1960.28,e0329e22,ff87e63d,4b5bb844
7ef47e6f,6288.75,89078bfe,72a10c15,b02ba76a
163b1a56,9184.32,6ba3c6d1,f5ee9345,a3a62de2
f70b870d,7930.29,5fb6531b,f5ee9345,a3a62de2
dfdf37f8,2522.28,95792567,51f357c8,a3a62de2
fa2ac9ee,2102.45,8fd766ec,f5ee9345,a3a62de2
1318514b,2652.42,d34d2b1d,84bb28b3,493d57dc
3af76cf7,5600.35,de74c471,84bb28b3,493d57dc
1ed1619c,6212.27,6489a656,f747c8db,493d57dc
a5acc125,3574.56,d609e770,f747c8db,493d57dc
3456c26e,9020.88,ee7e1677,af93dbcd,68d60b08
1ab621a1,881.74,4346ffc0,1f4b85e1,68d60b08
6447ad7e,1305.75,b2d4a87f,447f8632,1db53334
297a2df3,6581.22,74e6a8a2,6248dd15,6fbafd64
18dbb4e9,163.25,3a5ed725,87927058,6fbafd64
ce075507,3449.85,8efc372c,35609f2a,6fbafd64
c999d5d4,2550.19,75fd0f19,84bb28b3,a31f5461
281b0e7a,220.8,c3f78fcb,84bb28b3,a31f5461
fae3242f,7408.05,e59e1627,f747c8db,b2bbb0f8
0ce14945,3076.88,984b2057,f747c8db,27cae51f
4e742de8,6948.41,0b3ecdef,9225d6fd,27cae51f
5bb8f611,6888.69,2edeec81,9225d6fd,27cae51f
97fb9455,1716.51,2c367bc9,38093af8,a4153921
df80eaf7,4903.44,22ffb2bf,60d00f9c,0f6d11c9
50ec03e5,8134.97,ed93cb1c,1ae95846,0f6d11c9
b4402d93,8281.97,2d398465,60d00f9c,0f6d11c9
4b87518a,4606.09,f14b489f,84bb28b3,02567d2b
ad35f2e1,5336.05,d50c15c8,84bb28b3,02567d2b
4d6c28a0,2706.76,7d1141f4,f747c8db,02567d2b
ae2ef704,8980.01,dc1000f7,f747c8db,02567d2b
eade86f3,5801.94,388dfff2,7e2eca05,6b63619e
8a95a776,1628.67,36877756,cc0afa36,f747c8db
8588801b,2886.16,68e821e5,46b6d1e6,f747c8db
4733db11,9366.39,d4e2bec2,a6c5f8a0,f747c8db
2a831ae9,1334.79,f806c7fe,84bb28b3,dae9e562
a2ddafc1,7458.95,acfec5de,84bb28b3,dae9e562
b2fed840,5928.6,5cfba477,f747c8db,dae9e562
516c929d,7106.23,708e59ae,f747c8db,dae9e562
65379356,2062.24,e0497a93,84bb28b3,bb214b2a
c65277ec,3196.24,d9ecbc63,84bb28b3,bb214b2a
c9dabd94,174.8,e47a0a5c,f747c8db,bb214b2a
ba764fb1,588.15,d1320f73,f747c8db,ab1e6794
391a4f0b,47.79,40aab37a,999ae053,ab1e6794
888f1066,8510.78,f1b089b7,999ae053,ab1e6794
21c432c9,6917.29,f81ee64a,84bb28b3,98d69437
879d3581,2370.91,3db2bf74,84bb28b3,98d69437
16bc9376,82.35,21dc60e1,f747c8db,98d69437
5767faf5,5547.25,5b57f739,f747c8db,98d69437
0789de63,1418.23,0588141f,84bb28b3,c0f9ffb3
d8f21c2a,3045.21,19bed42f,84bb28b3,c0f9ffb3
6df96308,207.5,6edd2c52,84bb28b3,c0f9ffb3
ab077c10,401.88,4b51d385,84bb28b3,c0f9ffb3
d5b7019e,2634.44,1e1502ac,f747c8db,e9c23692
8fc74060,6478.12,007c1404,f747c8db,e9c23692
ecd87202,1687.6,49e50520,f747c8db,e9c23692
ce2cee0c,7271.55,4974859a,f747c8db,e9c23692
f52a5bdf,65.3,192bcb46,f747c8db,e9c23692
e485523d,8418.69,68cc9ee5,e2f8ea43,27cae51f
f6588dcd,3211.85,44db09ff,452fc141,9980ac90
